Employee_ID,Name,Gender,Age,Department,Designation,Experience_Years,Salary,Performance_Rating,Attendance,City,Joining_Date,Work_Mode,Overtime_Hours,Training_Hours
1486,Riya Sharma,M,39,Finance,Senior Analyst,12,65522,Average,99.49,Hyderabad,2024-04-09,Remote,27,9
1487,Aisha singh,F,49,HR,Manager,0,106132,Poor,97.75,Chennai,2018-09-21,Remote,8,8
1488,Arjun Kumar,M,30,IT,Senior Analyst,12,144622,Average,93.57,Mumbai,2023-06-21,Office,23,18
1489,priya Maurya,M,38,Marketing,Executive,6,143764,Good,79.77,Jaipur,2019-06-06,Remote,20,20
1490,Ananya mehta,M,48,Marketing,Manager,14,128489,Good,94.51,Hyderabad,2022-04-14,Hybrid,8,24
1491,Vivaan Jain,M,55,HR,Executive,11,124397,Excellent,82.26,Jaipur,2020-02-22,Office,13,28
1492,Neha Maurya,M,51,Sales,Intern,0,28880,Good,79.8,Mumbai,2019-06-19,Hybrid,22,10
1493,priya Kumar,M,47,IT,Executive,14,68454,Poor,92.35,Pune,2018-07-29,Hybrid,20,35
1494,aarav Gupta,F,31,Marketing,Senior Analyst,3,80711,Excellent,72.39,Bangalore,2023-09-25,Hybrid,15,10
1495,Rahul Gupta,F,58,Marketing,Analyst,12,68539,Average,71.46,Mumbai,2022-04-13,Office,30,39
1496,Rahul Maurya,F,25,Sales,Executive,4,133984,Good,83.44,Mumbai,2018-01-26,Office,23,19
1497,Sneha Patel,F,28,HR,Analyst,1,93321,Average,83.37,Hyderabad,2018-06-24,Office,30,33
1498,simran Jain,F,54,IT,Intern,0,112985,Poor,96.87,Lucknow,2022-03-20,Remote,22,7
1499,Sneha Kumar,F,32,HR,Manager,15,39799,Average,73.78,Chennai,2021-08-27,Hybrid,24,15
1500,Sneha singh,M,58,HR,Manager,5,139584,Average,73.7,Pune,2018-11-18,Office,25,7
1501,Aditya Jain,F,21,IT,Analyst,15,129843,Good,74.42,Mumbai,2022-05-22,Hybrid,16,32
1502,Priya Patel,M,51,IT,Manager,13,85102,Average,70.89,Bangalore,2021-03-04,Office,30,14
1503,Riya Maurya,F,24,Marketing,Executive,2,75726,Poor,72.15,Delhi,2018-02-24,Office,12,37
1504,Vivaan Patel,F,25,Marketing,Analyst,14,73784,Average,89.8,Pune,2022-04-16,Office,8,20
1505,Aisha Patel,M,50,IT,Senior Analyst,2,145364,Average,82.95,Lucknow,2022-05-29,Hybrid,14,14
1506,Kabir Maurya,F,44,Finance,Executive,1,138034,Average,92.91,Jaipur,2023-02-16,Remote,6,37
1507,Rahul Sharma,F,23,Marketing,Executive,0,68333,Average,99.78,Mumbai,2024-01-04,Office,0,40
1508,simran Jain,F,31,Finance,Executive,8,65828,Good,89.77,Bangalore,2022-02-17,Office,0,7
1509,Rahul singh,M,24,IT,Senior Analyst,8,94526,Average,71.51,Pune,2023-08-30,Office,4,9
1510,simran Kumar,F,46,Marketing,Intern,6,79362,Good,73.14,Bangalore,2018-11-29,Remote,23,16
1511,Vivaan Jain,F,47,HR,Manager,2,78997,Excellent,96.43,Bangalore,2022-04-28,Hybrid,8,48
1512,Arjun singh,F,47,IT,Analyst,17,148973,Good,85.82,Chennai,2020-06-25,Hybrid,11,17
1513,Rohan Gupta,M,26,Sales,Intern,10,75341,Good,94.75,Hyderabad,2020-06-29,Hybrid,5,28
1514,Rahul mehta,M,35,Finance,Analyst,6,44073,Excellent,95.7,Jaipur,2019-02-05,Hybrid,27,48
1515,Rahul Patel,F,50,IT,Manager,8,127399,Excellent,97.83,Lucknow,2020-08-07,Office,12,36
1516,aditya Patel,F,57,IT,Senior Analyst,0,39549,Good,98.49,Chennai,2021-08-22,Remote,25,20
1517,aarav Patel,F,57,Marketing,Executive,13,108795,Excellent,86.64,Pune,2023-09-07,Office,27,36
1518,aarav Sharma,F,57,Marketing,Executive,19,81920,Good,80.23,Mumbai,2024-11-19,Remote,7,49
1519,Arjun Maurya,F,55,Marketing,Senior Analyst,5,110326,Average,98.86,Lucknow,2023-03-26,Hybrid,14,41
1520,Priya Patel,M,43,Sales,Intern,6,100515,Poor,86.42,Mumbai,2018-04-11,Remote,5,40
1521,Rohan singh,F,26,Marketing,Intern,9,45316,Average,71.93,Delhi,2019-07-05,Office,26,25
1522,aarav Maurya,F,24,IT,Analyst,6,51183,Poor,89.28,Bangalore,2024-07-28,Office,5,16
1523,Vivaan Jain,M,38,Marketing,Senior Analyst,1,118860,Average,87.63,Delhi,2022-09-02,Hybrid,3,25
1524,Arjun Gupta,M,29,HR,Intern,3,49624,Good,96.87,Hyderabad,2024-06-01,Office,10,25
1525,Sneha Mehta,M,49,Marketing,Senior Analyst,16,87515,Average,89.6,Bangalore,2018-12-19,Office,20,47
1526,Aisha Verma,F,33,Sales,Manager,0,128712,Average,80.47,Jaipur,2020-10-15,Remote,29,10
1527,Rohan Jain,M,37,HR,Executive,9,110781,Good,98.99,Lucknow,2021-03-25,Office,17,13
1528,Vivaan Patel,F,52,IT,Executive,18,71705,Excellent,94.05,Mumbai,2021-01-02,Hybrid,2,5
1529,aarav Gupta,M,42,IT,Executive,14,114326,Average,88.91,Chennai,2024-11-07,Hybrid,2,16
1530,Karan Sharma,F,24,Finance,Senior Analyst,9,51756,Excellent,78.79,Hyderabad,2020-09-06,Office,29,18
1531,Karan Jain,F,25,HR,Senior Analyst,18,85390,Average,81.21,Jaipur,2021-09-17,Hybrid,11,10
1532,Rahul yadav,F,57,Finance,Analyst,11,93369,Excellent,90.1,Mumbai,2020-01-09,Remote,26,5
1533,aditya Sharma,F,33,HR,Executive,15,95821,Good,72.16,Lucknow,2020-09-03,Remote,20,26
1534,Priya Verma,F,54,HR,Analyst,8,34589,Good,77.7,Pune,2021-10-03,Office,29,38
1535,simran Gupta,M,42,Sales,Executive,14,138012,Excellent,91.42,Hyderabad,2024-03-30,Office,20,15
1536,Riya Kumar,F,43,Finance,Analyst,16,39116,Good,84.4,Delhi,2022-12-07,Remote,5,7
1537,Vivaan singh,M,23,Sales,Analyst,13,98181,Average,82.07,Delhi,2023-11-20,Hybrid,20,46
1538,aditya Sharma,M,54,HR,Manager,17,69786,Average,74.54,Chennai,2020-08-10,Office,27,10
1539,Riya Maurya,F,52,IT,Analyst,1,119686,Average,83.26,Mumbai,2019-04-26,Office,5,10
1540,Aisha Jain,M,41,HR,Senior Analyst,3,148711,Good,93.12,Mumbai,2021-05-22,Hybrid,7,24
1541,Neha Kumar,F,41,Sales,Analyst,17,101425,Average,77.92,Mumbai,2018-04-18,Office,14,25
1542,priya singh,F,31,Finance,Executive,6,55286,Good,70.16,Hyderabad,2020-08-30,Hybrid,17,6
1543,priya Gupta,M,59,Finance,Analyst,12,128081,Good,90.06,Lucknow,2022-06-15,Hybrid,19,30
1544,priya singh,F,24,Sales,Intern,14,40994,Excellent,99.18,Pune,2019-12-05,Hybrid,28,35
1545,Neha mehta,F,21,Finance,Executive,0,126039,Good,88.2,Delhi,2024-07-10,Hybrid,15,30
1546,simran Patel,F,48,Marketing,Intern,10,136915,Good,73.6,Jaipur,2023-11-04,Hybrid,5,36
1547,Karan mehta,M,44,IT,Executive,9,147961,Excellent,79.62,Bangalore,2020-05-24,Remote,27,14
1548,Karan Verma,F,55,IT,Senior Analyst,4,115198,Average,96.03,Hyderabad,2021-12-18,Hybrid,20,27
1549,Riya Jain,M,33,IT,Senior Analyst,15,129672,Average,76.98,Hyderabad,2024-08-08,Remote,16,10
1550,Sneha Jain,M,54,Finance,Senior Analyst,10,51639,Good,88.23,Lucknow,2023-10-09,Hybrid,8,27
1551,simran singh,M,31,Finance,Intern,5,42205,Excellent,82.08,Delhi,2021-06-27,Office,18,32
1552,Rohan Maurya,F,56,HR,Manager,8,81677,Good,76.24,Chennai,2019-07-14,Remote,17,34
1553,aarav yadav,M,37,HR,Executive,12,57930,Good,94.4,Pune,2018-04-27,Office,24,18
1554,Kabir Sharma,M,55,IT,Senior Analyst,7,98313,Average,92.28,Lucknow,2020-05-23,Hybrid,22,41
1555,Karan Sharma,M,38,Marketing,Executive,13,118851,Good,89.85,Jaipur,2020-08-25,Hybrid,4,36
1556,aarav yadav,F,42,HR,Intern,0,138153,Average,77.09,Delhi,2022-04-18,Office,27,38
1557,Vivaan Gupta,M,44,HR,Manager,16,117509,Average,72.94,Lucknow,2018-02-13,Hybrid,5,45
1558,Riya Jain,F,39,Finance,Intern,4,43316,Good,87.28,Delhi,2019-05-24,Office,11,48
1559,Aditya Yadav,F,57,Marketing,Executive,1,52304,Poor,86.61,Delhi,2023-07-05,Hybrid,10,26
1560,Aditya Maurya,M,59,IT,Manager,8,126839,Good,75.65,Chennai,2021-04-03,Hybrid,15,35
1561,Rahul singh,F,41,HR,Manager,3,121058,Good,71.69,Hyderabad,2021-08-08,Remote,19,11
1562,Sneha singh,M,28,Marketing,Intern,16,112876,Good,72.42,Pune,2020-04-28,Office,16,45
1563,Riya mehta,F,48,Marketing,Senior Analyst,16,110366,Excellent,99.78,Hyderabad,2023-02-23,Hybrid,19,25
1564,Ananya Sharma,F,25,IT,Executive,17,38403,Excellent,93.51,Bangalore,2020-07-05,Office,8,20
1565,Ananya yadav,F,37,Marketing,Analyst,15,105052,Good,97.66,Pune,2020-03-09,Remote,0,24
1566,Neha Patel,M,57,Marketing,Analyst,7,142478,Average,75.85,Delhi,2020-05-25,Office,25,47
1567,Rohan Maurya,F,56,Marketing,Intern,10,109627,Poor,98.82,Lucknow,2022-10-27,Remote,2,48
1568,Karan Sharma,F,39,HR,Executive,17,98495,Average,74.28,Jaipur,2024-05-22,Office,30,23
1569,Rohan Gupta,F,47,IT,Executive,9,56932,Excellent,85.27,Chennai,2020-03-29,Office,30,36
1570,Neha Yadav,M,54,Marketing,Intern,12,121090,Average,94.89,Pune,2023-12-09,Remote,20,19
1571,aarav Patel,F,31,Marketing,Executive,16,61701,Average,80.49,Bangalore,2020-08-02,Hybrid,22,9
1572,Rahul Verma,F,32,HR,Senior Analyst,17,28385,Average,82.74,Delhi,2020-06-25,Hybrid,8,15
1573,Arjun Gupta,M,41,IT,Intern,9,146324,Average,73.85,Jaipur,2018-01-13,Hybrid,21,19
1574,Neha mehta,M,31,Finance,Senior Analyst,15,124226,Average,73.69,Pune,2019-08-26,Office,18,33
1575,aarav Maurya,F,59,HR,Executive,19,82241,Good,88.59,Hyderabad,2018-07-19,Office,12,49
1576,Rahul Patel,F,48,IT,Intern,4,35367,Average,90.27,Hyderabad,2022-11-27,Hybrid,22,8
1577,Rohan Jain,F,25,Marketing,Executive,12,90030,Good,93.32,Pune,2019-03-24,Office,30,40
1578,Ananya Jain,M,37,IT,Intern,17,71505,Poor,86.7,Pune,2022-12-17,Office,13,27
1579,Kabir Jain,M,40,IT,Executive,16,149462,Excellent,89.37,Pune,2020-04-20,Hybrid,19,19
1580,Priya Patel,M,32,IT,Senior Analyst,8,58332,Excellent,70.41,Jaipur,2019-08-13,Remote,18,50
1581,Aisha Verma,M,26,Finance,Senior Analyst,13,110178,Excellent,74.87,Hyderabad,2021-02-27,Office,29,48
1582,Neha singh,F,37,IT,Executive,16,101325,Average,99.55,Lucknow,2023-09-22,Office,22,7
1583,aditya Patel,F,39,Finance,Intern,3,60268,Good,72.28,Bangalore,2019-06-04,Office,26,36
1584,Ananya mehta,M,46,Marketing,Analyst,17,111486,Good,90.36,Bangalore,2020-11-02,Office,26,14
1585,Neha Gupta,F,52,Finance,Senior Analyst,19,50563,Poor,75.28,Chennai,2019-12-26,Remote,6,44
1586,Ananya mehta,F,26,Marketing,Senior Analyst,14,130185,Poor,91.5,Delhi,2020-09-14,Hybrid,3,42
1587,Riya Maurya,M,56,Marketing,Analyst,10,61404,Good,91.18,Mumbai,2020-03-13,Office,11,26
1588,Rahul Jain,F,58,Finance,Executive,11,80182,Good,77.03,Lucknow,2024-06-07,Hybrid,22,18
1589,Sneha Mehta,M,31,HR,Intern,8,57991,Average,78.09,Hyderabad,2019-06-11,Office,26,21
1590,simran mehta,M,53,Sales,Executive,12,129601,Poor,89.64,Delhi,2022-07-24,Remote,13,25
1591,Rohan Jain,M,44,IT,Manager,14,72663,Good,81.7,Chennai,2021-02-12,Hybrid,1,19
1592,simran Verma,M,43,Sales,Senior Analyst,14,90886,Average,75.84,Delhi,2019-04-05,Remote,0,19
1593,Karan Sharma,M,35,IT,Manager,4,147002,Good,91.95,Pune,2024-12-27,Office,27,5
1594,Kabir Jain,M,47,IT,Senior Analyst,18,108848,Average,74.62,Mumbai,2020-07-20,Remote,30,28
1595,Aisha Patel,M,31,Marketing,Senior Analyst,19,49127,Average,95.67,Hyderabad,2023-06-10,Remote,17,16
1596,Ananya Gupta,F,37,IT,Manager,13,82692,Good,85.44,Mumbai,2018-11-21,Office,19,14
1597,Riya Gupta,F,34,IT,Manager,16,119389,Excellent,73.17,Lucknow,2019-08-02,Office,7,50
1598,Riya mehta,F,47,Finance,Executive,17,62500,Poor,90.82,Mumbai,2022-03-18,Hybrid,2,46
1599,aarav mehta,M,38,Sales,Manager,2,58785,Average,85.57,Delhi,2024-12-24,Office,30,46
1600,Karan Maurya,F,48,Finance,Executive,1,109146,Excellent,78.94,Mumbai,2023-06-24,Hybrid,25,35
1601,Aditya Jain,M,24,IT,Executive,0,114126,Average,82.68,Mumbai,2024-07-09,Remote,30,15
1602,Karan Maurya,F,27,Marketing,Executive,9,119979,Average,78.95,Bangalore,2024-05-20,Remote,5,20
1603,Neha Yadav,F,55,Finance,Senior Analyst,18,72997,Good,77.89,Hyderabad,2019-04-20,Hybrid,21,13
1604,aarav Gupta,M,29,Finance,Senior Analyst,16,32170,Average,74.91,Hyderabad,2020-12-13,Office,12,18
1605,priya mehta,M,28,HR,Manager,11,38303,Good,80.88,Delhi,2022-01-21,Office,8,23
1606,simran Patel,F,37,IT,Senior Analyst,0,96743,Poor,77.53,Jaipur,2022-05-22,Remote,8,35
1607,Rahul yadav,F,37,Marketing,Manager,11,102852,Excellent,90.5,Mumbai,2021-12-14,Hybrid,19,13
1608,Karan Sharma,M,53,Finance,Senior Analyst,16,60187,Excellent,90.52,Mumbai,2019-09-24,Remote,8,40
1609,Kabir Maurya,F,52,Finance,Intern,2,90034,Excellent,85.06,Pune,2019-12-04,Remote,30,43
1610,Sneha singh,F,28,Marketing,Intern,10,96776,Average,93.34,Hyderabad,2024-09-22,Office,14,30
1611,Riya Gupta,F,39,IT,Manager,16,26893,Average,95.24,Mumbai,2020-09-08,Hybrid,12,12
1612,Kabir Kumar,F,58,HR,Senior Analyst,2,38753,Average,87.39,Hyderabad,2021-08-20,Remote,21,28
1613,priya Kumar,F,23,Finance,Senior Analyst,7,63090,Average,88.57,Mumbai,2023-05-13,Office,15,12
1614,Arjun Patel,M,25,HR,Executive,19,89922,Good,78.49,Bangalore,2019-07-13,Remote,1,23
1615,Karan Gupta,F,33,Sales,Analyst,3,101768,Poor,96.85,Delhi,2018-08-10,Remote,25,34
1616,Arjun Kumar,F,51,IT,Manager,6,84412,Good,70.73,Hyderabad,2022-04-06,Office,13,26
1617,aditya Patel,M,36,Sales,Analyst,13,147406,Average,80.46,Lucknow,2024-01-15,Office,26,13
1618,Karan mehta,M,52,Sales,Analyst,13,81030,Good,91.65,Delhi,2018-12-14,Hybrid,5,48
1619,Neha Maurya,M,42,Sales,Manager,3,42509,Average,72.4,Pune,2021-03-28,Remote,1,8
1620,Vivaan yadav,F,49,IT,Senior Analyst,15,93653,Average,75.5,Delhi,2020-06-07,Hybrid,7,41
1621,Vivaan Verma,F,42,IT,Manager,0,61929,Average,87.68,Mumbai,2020-07-10,Office,3,12
1622,Neha Sharma,F,23,Marketing,Analyst,16,73291,Excellent,86.8,Pune,2021-06-12,Office,20,5
1623,Neha singh,M,30,HR,Senior Analyst,9,29042,Good,92.17,Delhi,2019-02-09,Remote,23,32
1624,Rahul Jain,M,41,HR,Intern,15,87574,Good,94.38,Chennai,2021-07-04,Hybrid,13,10
1625,Karan yadav,F,36,Marketing,Manager,15,62201,Average,73.86,Pune,2019-11-08,Hybrid,10,40
1626,Ananya Maurya,M,32,Marketing,Manager,7,117282,Good,70.55,Chennai,2019-08-12,Remote,23,15
1627,priya Jain,F,22,Sales,Senior Analyst,6,39016,Poor,90.69,Lucknow,2022-06-09,Remote,27,9
1628,aarav Sharma,F,44,Marketing,Intern,5,50022,Good,79.04,Delhi,2024-12-01,Hybrid,13,28
1629,Rohan Maurya,F,55,Finance,Intern,15,125962,Good,88.78,Hyderabad,2024-12-09,Office,11,22
1630,Arjun Verma,M,50,HR,Senior Analyst,19,52938,Average,74.52,Hyderabad,2022-05-14,Office,15,24
1631,priya Sharma,M,50,Marketing,Executive,15,68678,Good,84.07,Jaipur,2019-07-20,Remote,5,32
1632,Sneha Sharma,F,55,Finance,Manager,6,143171,Poor,85.13,Mumbai,2019-12-05,Hybrid,19,17
1633,Ananya Kumar,F,39,Finance,Manager,8,126248,Average,87.55,Chennai,2020-05-07,Hybrid,30,9
1634,aarav Patel,M,28,Finance,Analyst,13,86720,Good,85.4,Pune,2021-07-08,Hybrid,0,34
1635,Rahul Maurya,F,46,Finance,Senior Analyst,10,130514,Excellent,84.87,Jaipur,2019-08-08,Office,11,5
1636,Aisha Jain,F,27,Sales,Analyst,13,81805,Good,79.98,Jaipur,2018-08-20,Office,6,26
1637,aarav yadav,M,50,Finance,Analyst,6,99323,Good,72.14,Bangalore,2024-05-06,Hybrid,7,22
1638,aarav yadav,M,27,Sales,Intern,0,26986,Average,72.69,Chennai,2021-05-30,Hybrid,8,50
1639,Aditya Jain,M,23,Sales,Manager,12,101478,Good,83.01,Pune,2018-02-21,Remote,1,9
1640,aditya Sharma,M,21,Finance,Analyst,19,107994,Good,80.67,Jaipur,2023-12-04,Remote,16,35
1641,Rohan Jain,F,56,HR,Intern,2,37161,Excellent,85.48,Bangalore,2019-06-22,Hybrid,19,10
1642,aditya Verma,F,45,Finance,Senior Analyst,19,45689,Excellent,79.15,Jaipur,2019-06-25,Hybrid,12,31
1643,aarav singh,M,57,Finance,Analyst,3,119699,Good,90.64,Mumbai,2020-11-08,Office,4,29
1644,Kabir Verma,M,21,Finance,Manager,10,85924,Average,95.92,Lucknow,2020-03-25,Hybrid,9,33
1645,Vivaan Maurya,M,35,HR,Analyst,1,126311,Average,78.97,Chennai,2021-11-16,Remote,11,32
1646,Aisha Sharma,F,57,IT,Senior Analyst,13,124273,Average,75.79,Bangalore,2022-07-11,Office,16,20
1647,Vivaan Maurya,M,33,IT,Analyst,11,99308,Average,73.49,Lucknow,2019-02-23,Remote,20,16
1648,aditya Patel,M,28,Sales,Manager,16,126128,Good,88.49,Pune,2024-06-14,Remote,5,24
1649,aarav Jain,F,25,Sales,Intern,11,88745,Average,83.32,Mumbai,2020-05-13,Office,2,22
1650,Rohan yadav,M,29,HR,Manager,11,26211,Excellent,75.64,Bangalore,2018-07-05,Remote,27,38
1651,Sneha singh,M,21,Marketing,Intern,0,25229,Good,89.59,Pune,2018-09-18,Hybrid,14,27
1652,Arjun mehta,M,56,IT,Executive,12,143972,Good,74.45,Jaipur,2022-04-01,Remote,6,49
1653,aditya Verma,F,55,Sales,Manager,13,73542,Excellent,86.63,Hyderabad,2021-07-20,Office,29,31
1654,Aisha Sharma,M,22,IT,Manager,1,39345,Average,85.81,Delhi,2024-01-17,Office,5,21
1655,Sneha yadav,M,43,HR,Senior Analyst,11,126489,Good,92.03,Pune,2020-02-01,Office,3,25
1656,Aisha Verma,F,29,HR,Analyst,15,56819,Average,71.65,Lucknow,2018-08-12,Remote,18,44
1657,Sneha Jain,M,54,Marketing,Intern,3,72779,Good,96.64,Mumbai,2021-07-03,Hybrid,4,35
1658,aarav Kumar,F,34,Marketing,Intern,7,107421,Excellent,91.09,Mumbai,2018-06-29,Office,2,7
1659,Sneha singh,F,24,HR,Senior Analyst,1,117244,Average,76.48,Pune,2023-08-30,Hybrid,25,21
1660,Riya yadav,F,50,Sales,Senior Analyst,9,90584,Good,75.5,Jaipur,2022-07-06,Office,24,30
1661,Neha Jain,F,51,IT,Analyst,8,44950,Good,82.95,Delhi,2019-09-24,Hybrid,8,27
1662,Rahul Kumar,F,58,Finance,Analyst,14,40173,Excellent,94.53,Chennai,2022-03-17,Hybrid,5,10
1663,Kabir Gupta,F,31,Marketing,Manager,12,142743,Average,95.29,Lucknow,2023-10-07,Hybrid,12,32
1664,aditya singh,F,55,Finance,Executive,16,83032,Average,85.61,Pune,2023-05-18,Office,26,12
1665,aarav Jain,M,28,Sales,Analyst,15,140074,Good,95.82,Pune,2019-09-07,Remote,21,49
1666,Vivaan singh,M,23,Marketing,Senior Analyst,1,124273,Poor,70.16,Hyderabad,2019-07-16,Remote,27,12
1667,Riya Jain,M,34,Finance,Analyst,19,53036,Average,71.06,Mumbai,2024-08-18,Remote,29,23
1668,simran Patel,F,33,Sales,Intern,19,148885,Average,97.35,Lucknow,2019-09-14,Hybrid,19,42
1669,Ananya Gupta,M,52,IT,Executive,13,137857,Average,93.26,Delhi,2023-11-06,Office,3,33
1670,Rahul Gupta,F,54,Sales,Manager,2,96356,Good,83.52,Mumbai,2020-10-10,Hybrid,1,27
1671,simran yadav,F,39,Marketing,Intern,11,39292,Average,92.61,Pune,2023-08-24,Office,25,36
1672,Vivaan yadav,M,58,HR,Intern,7,28052,Excellent,98.67,Mumbai,2023-12-21,Hybrid,3,14
1673,Arjun yadav,F,36,IT,Executive,1,69377,Excellent,93.16,Mumbai,2023-05-15,Office,7,31
1674,aarav yadav,M,22,Finance,Manager,3,114317,Poor,95.27,Bangalore,2020-11-23,Office,12,5
1675,priya singh,M,37,Marketing,Senior Analyst,13,92838,Average,92.82,Mumbai,2019-08-15,Office,9,43
1676,Rohan singh,M,54,HR,Manager,15,92819,Good,75.05,Jaipur,2019-08-06,Hybrid,17,33
1677,Ananya Verma,M,36,Sales,Analyst,18,138689,Good,95.01,Mumbai,2022-06-02,Remote,8,49
1678,Vivaan Sharma,M,58,HR,Intern,1,133103,Average,75.85,Chennai,2021-01-06,Hybrid,29,7
1679,Kabir Gupta,M,22,Marketing,Analyst,11,40620,Excellent,96.78,Jaipur,2018-10-16,Hybrid,0,41
1680,Ananya mehta,M,22,Marketing,Senior Analyst,13,55461,Excellent,83.76,Lucknow,2022-04-18,Office,12,35
1681,Kabir Verma,F,46,HR,Analyst,5,45750,Excellent,90.31,Mumbai,2021-12-14,Office,17,15
1682,Aditya Yadav,F,33,Sales,Manager,12,123426,Good,84.92,Delhi,2018-01-07,Remote,14,26
1683,Sneha Patel,M,51,HR,Analyst,3,113719,Average,72.82,Jaipur,2021-03-29,Remote,1,22
1684,priya Gupta,M,54,Marketing,Senior Analyst,17,34472,Excellent,78.72,Jaipur,2018-08-28,Office,10,39
1685,Rahul Kumar,F,59,Marketing,Senior Analyst,11,94263,Average,99.51,Pune,2023-06-10,Remote,28,10
1686,Vivaan Gupta,F,23,Finance,Senior Analyst,19,137036,Good,98.82,Lucknow,2021-12-17,Remote,30,7
1687,Aisha singh,F,28,Finance,Manager,18,82602,Average,79.61,Mumbai,2022-10-16,Office,13,9
1688,Ananya mehta,F,43,IT,Senior Analyst,7,50523,Poor,99.89,Hyderabad,2023-10-19,Hybrid,21,13
1689,Rahul Jain,M,34,Marketing,Intern,6,55766,Average,95.37,Delhi,2023-03-19,Remote,14,32
1690,aarav mehta,F,47,Finance,Senior Analyst,15,128262,Average,88.33,Pune,2024-03-13,Office,13,23
1691,simran Jain,M,49,HR,Analyst,18,91060,Poor,71.2,Lucknow,2020-12-13,Remote,15,32
1692,Neha Yadav,F,59,Sales,Analyst,5,34079,Good,97.04,Chennai,2024-07-05,Remote,22,31
1693,aarav Verma,M,59,HR,Analyst,19,33399,Average,86.72,Jaipur,2020-04-27,Office,28,17
1694,aditya Sharma,F,21,Sales,Manager,10,85726,Average,96.05,Delhi,2021-08-04,Remote,14,42
1695,simran Kumar,M,37,Finance,Analyst,4,117906,Good,95.03,Chennai,2023-09-24,Remote,30,47
1696,Riya Verma,M,50,IT,Manager,15,41532,Good,94.99,Mumbai,2024-02-24,Remote,18,25
1697,Rohan Kumar,F,33,HR,Manager,6,147689,Poor,90.95,Hyderabad,2021-05-24,Hybrid,26,31
1698,Sneha Kumar,M,41,HR,Senior Analyst,4,107357,Average,78.74,Bangalore,2022-02-13,Hybrid,8,50
1699,Rahul Maurya,M,39,HR,Intern,10,68162,Good,80.08,Bangalore,2021-08-25,Remote,4,10
1700,Neha Patel,M,39,Sales,Senior Analyst,14,28749,Good,79.25,Lucknow,2024-07-07,Office,4,42
1701,Arjun mehta,F,45,Finance,Senior Analyst,2,36353,Average,70.6,Hyderabad,2019-11-27,Remote,10,15
1702,Rohan Verma,M,42,HR,Manager,4,137313,Good,87.48,Delhi,2018-01-27,Remote,27,45
1703,Sneha Gupta,M,51,HR,Manager,4,53477,Average,90.97,Pune,2024-06-23,Hybrid,19,21
1704,Neha Maurya,M,37,IT,Analyst,8,49570,Average,95.62,Delhi,2024-08-09,Hybrid,24,43
1705,Vivaan Gupta,M,43,IT,Analyst,14,111373,Average,74.2,Hyderabad,2020-08-17,Hybrid,23,11
1706,Arjun Patel,M,52,Finance,Senior Analyst,2,36437,Good,86.33,Chennai,2022-03-07,Remote,27,34
1707,Karan Maurya,M,30,Finance,Executive,5,63104,Average,70.24,Jaipur,2023-02-12,Remote,3,25
1708,Vivaan Sharma,M,30,Marketing,Executive,16,88370,Average,72.85,Bangalore,2019-01-08,Office,19,5
1709,priya Kumar,M,56,IT,Analyst,7,29551,Average,71.63,Lucknow,2023-05-04,Remote,17,29
1710,Rahul mehta,M,28,Marketing,Executive,10,93359,Good,91.76,Mumbai,2018-09-02,Remote,24,36
1711,Aisha yadav,M,40,Sales,Analyst,5,79880,Good,72.43,Delhi,2023-01-15,Hybrid,2,12
1712,priya mehta,M,52,Marketing,Manager,7,37916,Poor,91.49,Bangalore,2022-08-04,Hybrid,3,9
1713,Rahul Gupta,F,34,HR,Senior Analyst,9,105703,Excellent,77.49,Pune,2024-11-30,Hybrid,13,34
1714,Neha Kumar,M,48,Marketing,Intern,2,66445,Good,96.33,Lucknow,2018-05-05,Hybrid,6,12
1715,Kabir Maurya,F,44,Finance,Senior Analyst,13,72636,Good,94.39,Mumbai,2019-06-21,Hybrid,25,23
1716,Neha Jain,F,35,Sales,Analyst,13,98927,Average,98.73,Delhi,2023-04-04,Office,7,48
1717,Vivaan Kumar,F,42,HR,Analyst,9,103194,Excellent,96.51,Pune,2022-06-24,Office,23,34
1718,priya yadav,M,50,Marketing,Senior Analyst,11,54685,Good,98.0,Mumbai,2021-11-26,Office,15,19
1719,Arjun Sharma,F,24,Sales,Analyst,5,76134,Excellent,95.76,Jaipur,2022-03-21,Hybrid,19,40
1720,Arjun Gupta,M,33,Sales,Executive,11,113916,Average,90.8,Bangalore,2019-06-15,Hybrid,14,48
1721,Aisha mehta,M,43,HR,Executive,13,132967,Good,75.11,Jaipur,2018-09-11,Hybrid,6,31
1722,simran Verma,F,28,Marketing,Analyst,1,119455,Good,78.15,Bangalore,2023-12-09,Office,25,17
1723,Aisha Maurya,M,38,Sales,Analyst,8,92847,Good,76.38,Pune,2019-10-23,Hybrid,16,18
1724,Neha Sharma,M,32,Sales,Executive,9,64993,Average,88.11,Chennai,2022-12-07,Office,21,41
1725,aditya Gupta,F,51,IT,Analyst,16,69333,Good,85.11,Jaipur,2020-11-26,Hybrid,21,34
1726,Ananya singh,M,34,Sales,Analyst,16,133574,Excellent,96.01,Bangalore,2021-09-27,Remote,21,43
1727,Arjun Gupta,M,54,IT,Senior Analyst,2,83865,Good,98.58,Lucknow,2020-11-02,Office,11,17
1728,Neha Jain,F,38,Marketing,Intern,18,104096,Poor,82.15,Pune,2021-04-21,Remote,17,20
